EngWord,NldWord,Group
pierid,pieri,14
superbug,superbug,14
jassid,jassid,14
tortoiseshell,schildpad,14
paper wasp,papier wesp,14
pollinator,bestuiver,14
goldeneye,gouden Oog,14
sawfly,Bladwesp,14
armyworm,legerworm,14
grasshopper,sprinkhaan,15
lygaeid,lygaeid,15
bedbug,bedwants,15
ringlet,ringetje,15
common wasp,gewone wesp,15
squash bug,squashbeestje,15
chicken louse,kippenluis,15
firebug,vuurwants,15
apple maggot,appel made,15
web spinner,web spinner,15
cecropia,cecropia,16
bulldog ant,bulldog mier,16
tussah,tussah,16
phasmid,fasmide,16
bluebottle,bromvlieg,16
oak blight,eikenziekte,16
potato moth,aardappelmot,16
carpenter ant,timmerman mier,16
raisin moth,rozijnenmot,16
emperor butterfly,keizer vlinder,16
punkie,punkie,17
armyworm,legerworm,17
robber fly,rover vlieg,17
social insect,sociaal insect,17
red admiral,rode admiraal,17
stonefly,steenvlieg,17
white admiral,witte admiraal,17
louse fly,luis vlieg,17
onion thrips,uien trips,17
lygus bug,lygus bug,17
housefly,huisvlieg,18
glowworm,gloeiworm,18
vespid,vespied,18
potter bee,pottenbakkersbij,18
malarial mosquito,malariamug,18
gallfly,galvlieg,18
bark-louse,bastluis,18
snout beetle,snuitkever,18
lantern fly,lantaarn vlieg,18
botfly,horzel,18
ichneumon fly,sluipwesp,19
sulphur butterfly,zwavel vlinder,19
danaid,danaid,19
common louse,gewone luis,19
sticktight,plakkerig,19
arctiid,arctiid,19
brown soft scale,bruine zachte schaal,19
gelechiid,gelechiid,19
dorbeetle,dorbeetle,19
hawkmoth,haviksmot,19
chalcid fly,kelkvlieg,20
chinch bug,chinch bug,20
hairstreak,haarstreep,20
corn borer,maïsboorder,20
grape louse,druivenluis,20
fungus gnat,schimmel mug,20
plant louse,plantenluis,20
leafhopper,sprinkhaan,20
silverfish,zilvervisje,20
alderfly,elsvlieg,20
ephemerid,efemeride,21
psocid,psocid,21
fungus gnat,schimmel mug,21
rose chafer,rozenkever,21
rose chafer,rozenkever,21
sheep ked,schapen ked,21
tobacco thrips,tabak trips,21
viceroy,onderkoning,21
saturniid,saturniid,21
little black ant,kleine zwarte mier,21
gadfly,paardevlieg,22
blowfly,blaasvlieg,22
greenfly,bladluis,22
whitefly,witte vlieg,22
rove beetle,kortschildkever,22
moth miller,mottenmolenaar,22
mason wasp,metselaar wesp,22
praying mantis,bidsprinkhaan,22
mantis,bidsprinkhaan,22
giant water bug,gigantische waterwants,22
warble fly,horzelvlieg,23
black carpet beetle,zwarte tapijtkever,23
proturan,proturan,23
horsefly,paardevlieg,23
mason wasp,metselaar wesp,23
chigoe,chigoe,23
assassin bug,huurmoordenaar,23
psychodid,psychodid,23
damselfly,waterjuffer,23
spruce bark beetle,vuren schorskever,23
mormon cricket,mormoonse krekel,24
buffalo carpet beetle,buffel tapijt kever,24
lappet,slip,24
vedalia,vedalia,24
painted beauty,geschilderde schoonheid,24
geometrid,meetkunde,24
boll weevil,bolsnuitkever,24
water boatman,waterbootman,24
silverspot,zilvervlek,24
coreid bug,coreid-bug,24
conenose,conenose,25
body louse,lichaamsluis,25
lycaenid,lycaenid,25
mirid bug,mirid bug,25
water scorpion,water schorpioen,25
scorpion fly,schorpioen vlieg,25
purple emperor,grote weerschijnvlinder,25
long-horned beetle,boktor,25
birch leaf miner,berken mineervlieg,25
tineoid,tineoïde,25
webworm moth,webworm mot,26
armored scale,gepantserde schaal,26
bombycid,bombycid,26
lymantriid,lymantriid,26
calosoma,calosoma,26
mayfly,eendagsvlieg,26
pea weevil,erwt snuitkever,26
collembolan,collembolan,26
banded purple,gestreepte paars,26
water strider,schaatsenrijder,26
rice weevil,rijstsnuitkever,27
bombardier beetle,bombardier kever,27
rhinoceros beetle,neushoorn kever,27
underwing,ondervleugel,27
bean weevil,bonensnuitkever,27
lacewing,gaasvliegen,27
froghopper,kikkerdril,27
browntail,bruinstaart,27
anglewing,hoekvleugel,27
mud dauber,modder dauber,27
potter wasp,pottenbakkers wesp,28
caddis fly,caddis vliegen,28
tsetse fly,tseetseevlieg,28
cockchafer,meikever,28
firebrat,vuurbrat,28
southern cabbage butterfly,zuidelijke koolvlinder,28
ladybug,lieveheersbeestje,28
Plectophera,Plectofera,28
mecopteran,mecopteraan,28
holometabola,holometabola,28
odonate,verkondigen,29
woolly aphid,wollige bladluis,29
spongefly,sponsvlieg,29
woolly apple aphid,wollige appelluis,29
booklouse,boekenluis,29
darkling beetle,duistere kever,29
webbing clothes moth,webbing kleding mot,29
nymphalid,nymphalid,29
snowy tree cricket,besneeuwde boom cricket,29
citrus mealybug,citruswolluis,29
spittle insect,speeksel insect,30
green peach aphid,groene perzikluis,30
tumblebug,tuimelaar,30
blackfly,zwarte vlieg,30
lasiocampid,lasiocampide,30
migratory locust,migrerende sprinkhaan,30
greenhouse whitefly,kas witte vlieg,30
sanguinary ant,bloedige mier,30
giant hornet,gigantische hoornaar,30
anopheline,anofeline,30
imperial moth,keizerlijke nachtvlinder,31
woolly alder aphid,wollige elzenluis,31
oriental cockroach,oosterse kakkerlak,31
spruce gall aphid,vuren gal bladluis,31
heliothis moth,heliothis mot,31
leaf-footed bug,bladvoetwants,31
cotton stainer,katoenbevlekker,31
cicada killer,cicade moordenaar,31
deathwatch beetle,deathwatch kever,31
June beetle,juni kever,31
migratory grasshopper,migrerende sprinkhaan,32
fritillary,parelmoervlinder,32
ephemeron,efemeroon,32
pine leaf aphid,dennenblad bladluis,32
giant cockroach,gigantische kakkerlak,32
whirligig beetle,draaimolen kever,32
Italian bee,Italiaanse bij,32
Carniolan bee,Carniolan bij,32
Mutillidae,Mutillidae,32
tortricid,tortricide,32
Amazon ant,Amazone mier,33
backswimmer,rugzwemmer,33
woolly adelgid,wollige adelgid,33
Spanish fly,Spaanse Vlieg,33
citrus whitefly,citrus witte vlieg,33
brown lacewing,bruine gaasvlieg,33
pernyi moth,pernyi mot,33
red underwing,rode ondervleugel,33
Manduca sexta,Manduca sexta,33
tarnished plant bug,aangetaste plantenwants,33
green lacewing,groene gaasvlieg,34
tea tortrix,thee schildpad,34
snakefly,slangenvlieg,34
diapheromera,diaferomeer,34
pale chrysanthemum aphid,bleke chrysant bladluis,34
balsam woolly aphid,balsem wollige bladluis,34
tachina fly,Tachina vlieg,34
gracilariid,gracilariid,34
greenbottle,groene fles,34
tent-caterpillar moth,tent-rups mot,34
cochineal insect,cochenille insect,35
thysanopter,thysanopter,35
Colorado potato beetle,Coloradokever,35
meadow spittlebug,weidekevers,35
horse botfly,paard horzel,35
neuropteron,neuropteron,35
coccid insect,coccid insect,35
jumping plant louse,springende plantenluis,35
mantispid,bidsprinkhaan,35
green June beetle,groene junikever,35
hemipterous insect,hemipterus insect,36
giant silkworm moth,gigantische zijderupsmot,36
Strymon melinus,Strymon melinus,36
domestic silkworm moth,binnenlandse zijderupsenmot,36
defoliator,ontbladeraar,36
blackfly,zwarte vlieg,36
treehopper,boomspringer,36
gold-tail moth,goudstaartmot,36
Dutch-elm beetle,Hollandse iepkever,36
clerid beetle,clerid kever,36
melolonthid beetle,meloenthide kever,37
chalcis fly,chalcis vliegen,37
Nomia melanderi,Nomia melanderi,37
Hessian fly,Hessische vlieg,37
American copper,Amerikaans koper,37
Formica fusca,Formica fusca,37
noctuid moth,nachtvlinder,37
Japanese beetle,Japanse kever,37
polyphemus moth,polyphemus nachtvlinder,37
leaf-cutting bee,bladsnijdende bij,37
sheep botfly,schapen horzel,38
bristletail,borstelstaart,38
Pulex irritans,Pulex irritans,38
German cockroach,Duitse kakkerlak,38
death's-head moth,doodshoofdmot,38
Africanized bee,Afrikaanse bij,38
tent-caterpillar moth,tent-rups mot,38
pyralid,piramidevormig,38
heteropterous insect,heteropterous insect,38
Culex quinquefasciatus,Culex quinquefasciatus,38
San Jose scale,San Jose schaal,39
pine spittlebug,pijnboom spittlebug,39
human botfly,menselijke horzel,39
dry-wood termite,droog hout termiet,39
Hyphantria cunea,Hyphantria cunea,39
short-horned grasshopper,korthoornige sprinkhaan,39
common European earwig,gewone Europese oorworm,39
Oriental beetle,Oosterse kever,39
Loxostege similalis,Loxostege similalis,39
Hippodamia convergens,Hippodamia convergeert,39
Asian tiger mosquito,Aziatische tijgermug,40
Saratoga spittlebug,Saratoga spittlebug,40
American cockroach,Amerikaanse kakkerlak,40
red-spotted purple,rood-gevlekt paars,40
orthopterous insect,orthopterus insect,40
thysanuran insect,thysanuran insect,40
sphecoid wasp,sphecoïde wesp,40
Asian longhorned beetle,Aziatische boktor,40
Alsophila pometaria,Alsophila pometaria,40
Spodoptera exigua,Spodoptera exigua,40
elaterid beetle,elaterid kever,41
Mastotermes electromexicus,Mastotermes electromexicus,41
cuckoo-bumblebee,koekoek-hommel,41
bald-faced hornet,kaalhoofdige horzel,41
Comstock mealybug,Comstock wolluis,41
Australian cockroach,Australische kakkerlak,41
Mediterranean flour moth,Mediterrane meelmot,41
trichopterous insect,trichopterous insect,41
common pond-skater,gewone vijverschaatser,41
slave-making ant,slavenmakende mier,41
Reticulitermes flanipes,Reticulitermes flanipes,42
Manduca quinquemaculata,Manduca quinquemaculata,42
scarabaeid beetle,scarabee kever,42
citrophilous mealybug,citrofiele wolluis,42
dog-day cicada,hond-dag cicade,42
lamellicorn beetle,lamellicorn kever,42
yellow-fever mosquito,gele koorts mug,42
homopterous insect,homopterous insect,42
orange tortrix,oranje schildpad,42
Gelechia gossypiella,Gelechia gossypiella,42
Mexican bean beetle,Mexicaanse bonenkever,43
jumping bristletail,springende borstelstaart,43
Spodoptera frugiperda,Spodoptera frugiperda,43
common booklouse,gewone boekenluis,43
Polistes annularis,Polistes annularis,43
Mastotermes darwiniensis,Mastotermes darwiniensis,43
Paleacrita vernata,Paleacrita vernata,43
angoumois moth,angoumois nachtvlinder,43
powder-post termite,poeder-post termiet,43
Mediterranean fruit fly,Mediterrane fruitvlieg,43
dipterous insect,tweekleppig insect,44
hymenopterous insect,hymenopterous insect,44
Mastotermes electrodominicus,Mastotermes electrodominicus,44
psocopterous insect,psocopterous insect,44
sweet-potato whitefly,zoete aardappel witte vlieg,44
European house cricket,Europese huiscricket,44
lepidopterous insect,lepidopterous insect,44
dictyopterous insect,dictyopterous insect,44
two-spotted ladybug,tweestippelig lieveheersbeestje,44
casemaking clothes moth,casemaking kleding mot,44
long-horned grasshopper,langhoornige sprinkhaan,45
four-lined plant bug,vierlijnige plantenwants,45
seventeen-year locust,zeventienjarige sprinkhaan,45
Reticulitermes lucifugus,Reticulitermes lucifugus,45
