EngWord,NldWord,Group
sea lion,zeeleeuw,12
draft horse,trekpaard,12
terrier,terriër,12
dolphin,dolfijn,12
bongo,bongo,12
roan,roan,12
bird dog,jachthond,12
grizzly,grizzly,13
water rat,waterrat,13
oryx,oryx,13
spider monkey,spin aap,13
water dog,waterhond,13
drill,oefening,13
dingo,dingo,13
timber wolf,houtwolf,13
bruin,bruin,13
buckskin,daim,13
gopher,gopher,14
setter,setter,14
collie,collie,14
mole rat,Mol Rat,14
equine,paarden,14
marmot,marmot,14
takin,takin,14
poodle,poedel,14
spaniel,spaniël,14
manatee,zeekoe,14
hunting dog,jachthond,15
swine,zwijnen,15
alpaca,alpaca,15
hamster,hamster,15
tiger cat,tijgerkat,15
red wolf,rode wolf,15
murine,murine,15
beef,rundvlees,15
rice rat,rijst rat,15
bobcat,bobcat,15
wild horse,wild paard,16
wild dog,wilde hond,16
heifer,vaars,16
pilot whale,grienden,16
red deer,rood Hert,16
simian,simian,16
stud,dekhengst,16
springer,springer,16
mountain goat,berggeit,16
eared seal,oorrob,16
impala,Impala,17
bronco,bronco,17
sewer rat,rioolrat,17
dachshund,teckel,17
royal,Koninklijk,17
cow pony,koe pony,17
merino,merino,17
groundhog,marmot,17
saki,saki,17
giraffe,giraffe,17
primate,primaat,18
hackney,hackney,18
basset,basset,18
gorilla,gorilla,18
feist,feist,18
mouser,mouser,18
pika,pika,18
mountain beaver,bergbever,18
spitz,spits,18
wild ass,wilde kont,18
beaver rat,bever rat,19
kudu,kudu,19
post horse,post paard,19
paca,paca,19
gibbon,gibbon,19
alley cat,Zwerfkat,19
walrus,walrus,19
fossa,fossa,19
lemur,lemur,19
roebuck,reebok,19
wombat,wombat,20
hyena,hyena,20
chestnut,kastanje,20
kob,kobo,20
stepper,stepper,20
fawn,reekalf,20
raccoon,wasbeer,20
mastiff,mastiff,20
harp seal,zadelrob,20
hooded seal,klapmuts,20
chamois,gemzen,21
wheel horse,wiel paard,21
watchdog,waakhond,21
canine,hoektand,21
marten,marter,21
guide dog,geleidehond,21
sloth,luiaard,21
moke,mok,21
squirrel,eekhoorn,21
lapin,lapin,21
leopard,luipaard,22
eland,eland,22
pooch,hondje,22
black fox,zwarte Vos,22
titi,titi,22
blue fox,blauwe vos,22
grey fox,grijze vos,22
nude mouse,naakte muis,22
rhesus,rhesus,22
mule,muilezel,22
white wolf,witte wolf,23
gazelle,gazelle,23
mountain zebra,bergzebra,23
bovine,runderen,23
black rat,zwarte rat,23
harness horse,tuigpaard,23
cotton rat,katoen rat,23
brown rat,bruine rat,23
polo pony,polo pony,23
sorrel,zuring,23
jungle cat,jungle kat,24
gaur,gaur,24
wharf rat,kade rat,24
police dog,politiehond,24
sea otter,zeeotter,24
polar hare,poolhaas,24
ant bear,mierenbeer,24
cavy,cavia,24
elephant seal,zeeolifant,24
quarter horse,kwart paard,24
coach horse,coach paard,25
greyhound,windhond,25
mammoth,mammoet-,25
ferret badger,fret das,25
pug,mopshond,25
brown bear,bruine beer,25
attack dog,aanval hond,25
nyala,nyala,25
tapir,tapir,25
hazel mouse,hazelmuis,25
dark horse,donker paard,26
jackal,jakhals,26
howler monkey,brulaap,26
great ape,grote aap,26
bloodhound,bloedhond,26
loir,loir,26
pole horse,paal paard,26
harvest mouse,oogst muis,26
green monkey,groene aap,26
kangaroo,kangoeroe,26
retriever,retriever,27
baboon,baviaan,27
kiang,kiang,27
okapi,okapi,27
harpy,harpij,27
hearing dog,horende hond,27
cayuse,cayuse,27
indri,indri,27
quagga,quagga,27
civet,civet,27
bear cub,berenjong,28
wild goat,wilde geit,28
liger,lijger,28
longhorn,langhoorn,28
cob,maïskolf,28
briard,briard,28
antelope,antilope,28
tusker,tusker,28
red poll,rode peiling,28
narwhal,narwal,28
wolverine,veelvraat,29
sled dog,sleehond,29
saddle horse,zadelpaard,29
ocelot,ocelot,29
macaque,makaak,29
wapiti,wapiti,29
deer mouse,herten muis,29
lioness,leeuwin,29
caribou,kariboes,29
prairie dog,prairiehond,29
musk ox,muskusos,30
water buffalo,water Buffel,30
feline,katachtig,30
whippet,whippet,30
sambar,sambar,30
cinnamon bear,kaneelbeer,30
wisent,wijs,30
puku,puku,30
saiga,saiga,30
stirk,roer,30
sausage dog,worst hond,31
coati,coati,31
wallaby,wallaby,31
Cardigan,Vest,31
galago,galago,31
silver fox,zilveren vos,31
shire,graafschap,31
native cat,inheemse kat,31
Manx,Manx,31
goral,goral,31
cactus mouse,cactusmuis,32
lesser ape,kleine aap,32
lemming,lemming,32
hog badger,varkensdas,32
yearling,eenjarig,32
zebu,zeboe,32
opossum,opossum,32
golden mole,gouden mol,32
kelpie,kelpie,32
borzoi,borzoi,32
burro,ezeltje,33
thoroughbred,volbloed,33
vizsla,vizsla,33
mongoose,mangoest,33
pinscher,pinscher,33
palomino,palomino,33
serval,serval,33
placental,placenta,33
bearded seal,baardrob,33
patas,pata's,33
addax,addax,34
ratel,ratel,34
napu,napu,34
hyrax,hyrax,34
vervet,vervet,34
peccary,pekari,34
agouti,agouti,34
langur,langur,34
bushbuck,bosbok,34
jennet,jennet,34
courser,cursus,35
shepherd dog,herdershond,35
mountain sheep,berg schapen,35
basenji,basenji,35
margay,margay,35
rabbit ears,konijnenoren,35
giant panda,grote panda,35
marsh hare,moerashaas,35
papillon,papillon,35
black sheep,zwart schaap,35
dugong,doejong,36
wolf pup,wolvenjong,36
fox terrier,Fox Terrier,36
redbone,redbone,36
tiger cub,tijgerwelp,36
peludo,peludo,36
vicuna,vicuna,36
cotton mouse,katoenen muis,36
common lynx,gewone lynx,36
mudder,modder,36
white whale,witte walvis,37
echidna,echidna,37
tabby,gestreept,37
flying fox,vliegende vos,37
wild sheep,wilde schapen,37
wood rabbit,houten konijn,37
zoril,zoril,37
lechwe,lechwe,37
Friesian,Fries,37
guenon,guenon,37
ibex,steenbok,38
numbat,numbat,38
aurochs,oeros,38
farm horse,boerderij paard,38
wildcat,wilde kat,38
woodland caribou,boskariboe,38
male horse,mannelijk paard,38
proboscis monkey,neusaap,38
rodent,knaagdier,38
flying mouse,vliegende muis,38
sporting dog,sportieve hond,39
malamute,malamute,39
skunk,stinkdier,39
musk deer,muskushert,39
toy dog,speelgoed hond,39
vole,woelmuis,39
plains pocket mouse,effen zakmuis,39
lerot,lero,39
hominid,hominide,39
cairn,steenhoop,39
harbor porpoise,bruinvis,40
Welsh,Welsh,40
porpoise,bruinvis,40
grey whale,grijze walvis,40
false vampire,valse vampier,40
harbor seal,gewone zeehond,40
lion cub,Leeuwen welp,40
racehorse,renpaard,40
schnauzer,schnauzer,40
lesser panda,kleine panda,40
leopard cat,luipaardkat,41
blue whale,blauwe vinvis,41
white elephant,witte Olifant,41
wild boar,wild zwijn,41
pricket,pik,41
potoroo,potoo,41
common zebra,gewone zebra,41
dwarf sperm whale,dwerg potvis,41
palfrey,rijpaard,41
Devon,Devon,41
mountain gorilla,berggorilla,42
fruit bat,fruitvleermuis,42
kuvasz,kuvaszo,42
red bat,rode vleermuis,42
peba,peba,42
Lhasa,Lhasa,42
colobus,colobus,42
pachyderm,dikhuid,42
field spaniel,veldspaniël,42
sable,sabelmarter,42
swamp rabbit,moeras konijn,43
packrat,packrat,43
fallow deer,damherten,43
polecat,bunzing,43
mandrill,mandril,43
river otter,rivier Otter,43
brood bitch,broed teef,43
brocket,brocket,43
rat terrier,rattenterriër,43
pacer,gangmaker,43
spotted lynx,gevlekte lynx,44
keeshond,keeshond,44
komondor,komondor,44
mule deer,muildierhert,44
shrew,spitsmuis,44
dalmatian,dalmatiër,44
common shrew,spitsmuis,44
squirrel monkey,eekhoorn aap,44
fox squirrel,vos eekhoorn,44
aardvark,aardvarken,44
griffon,griffioen,45
tamarin,tamarijn,45
naked mole rat,naakte molrat,45
gemsbok,gemsbok,45
grivet,grivet,45
tigress,tijgerin,45
guano bat,guano bat,45
Morgan,Morgan,45
packhorse,pakpaard,45
pine marten,boommarter,45
coonhound,coonhound,46
tree squirrel,boom eekhoorn,46
capybara,capibara,46
river dolphin,rivier dolfijn,46
caracal,caracal,46
plow horse,ploeg paard,46
rhinoceros,neushoorn,46
bottlenose dolphin,tuimelaar,46
carabao,karabao,46
waterbuck,waterbok,46
pariah dog,paria hond,47
red squirrel,rode eekhoorn,47
common dolphin,gewone dolfijn,47
anthropoid ape,mensaap,47
right whale,rechter walvis,47
workhorse,werkpaard,47
muskrat,muskusrat,47
prancer,prancer,47
armadillo,gordeldier,47
rock squirrel,rots eekhoorn,47
wolfhound,wolfshond,48
pinche,knijpen,48
grampus,grampus,48
muntjac,muntjak,48
grison,grison,48
carnivore,carnivoor,48
guanaco,guanaco,48
domestic ass,binnenlandse kont,48
chinchilla,chinchilla,48
chimpanzee,chimpansee,48
water spaniel,waterspaniël,49
uakari,uakari,49
ermine,hermelijn,49
harrier,kiekendief,49
mouflon,moeflon,49
silverback,zilverrug,49
raccoon dog,wasbeerhond,49
argali,argali,49
bandicoot,bandicoot,49
hippopotamus,nijlpaard,49
razorback,scheermes,50
pronghorn,pronghorn,50
clumber,onhandige,50
liver chestnut,lever kastanje,50
ruminant,herkauwer,50
springbok,springbok,50
foxhound,jachthond,50
meadow vole,weidemuis,50
humpback,gebochelde,50
mountain paca,berg paca,50
chacma,chacma,51
orange bat,oranje vleermuis,51
brown bat,bruine vleermuis,51
glutton,veelvraat,51
toothed whale,tandwalvis,51
mastodon,mastodont,51
jumping mouse,springende muis,51
malinois,Mechelaar,51
nilgai,nijlgau,51
dormouse,slaapmuis,51
bovid,bovid,52
kangaroo rat,kangoeroe rat,52
woolly monkey,wollige aap,52
large poodle,grote poedel,52
tortoiseshell,schildpad,52
rorqual,rorqual,52
pygmy mouse,pygmee muis,52
goat antelope,geit antilope,52
broodmare,fokmerrie,52
dhole,dhole,52
bighorn,grote hoorn,53
snow leopard,sneeuwluipaard,53
Cheviot,Cheviot,53
stone marten,Steenmarter,53
guereza,guereza,53
gerenuk,gerenuk,53
ground squirrel,grond eekhoorn,53
platypus,vogelbekdier,53
Ungulata,Ungulata,53
aardwolf,aardwolf,53
taguan,taguaan,54
sable antelope,sabelantilope,54
Arctic fox,poolvos,54
otterhound,otterhond,54
stoat,hermelijn,54
vampire bat,vampier vleermuis,54
steenbok,steenbok,54
porcupine,stekelvarken,54
jird,jird,54
rogue elephant,schurken olifant,54
proconsul,proconsul,55
siamang,siamang,55
markhor,markhor,55
aoudad,aoudad,55
black squirrel,zwarte eekhoorn,55
cheetah,Jachtluipaard,55
golden hamster,gouden hamster,55
domestic goat,binnenlandse geit,55
ground sloth,grondluiaard,55
serotine,serotine,55
tatouay,tatouay,56
kangaroo mouse,kangoeroe muis,56
Lincoln,Lincoln,56
sloth bear,luiaard beer,56
toy terrier,speelgoedterriër,56
mangabey,mangabey,56
sei whale,noordse vinvis,56
coydog,coydog,56
pangolin,schubdier,56
eohippus,eohippus,56
Durham,Durham,57
orangutan,orangoetan,57
Leonberg,Leonberg,57
jackrabbit,jackrabbit,57
rat kangaroo,rattenkangoeroe,57
least shrew,minste spits,57
cavalry horse,cavalerie paard,57
thylacine,thylacine,57
Cotswold,Cotswold,57
anteater,miereneter,57
onager,onager,58
slender loris,slanke lori,58
musk kangaroo,musk kangoeroe,58
pygmy sperm whale,dwerg potvis,58
leopardess,luipaard,58
golden retriever,Golden retriever,58
kaffir cat,kaffir kat,58
tenrec,tenrec,58
mountain nyala,berg nyala,58
kanchil,kanchil,58
tiglon,tiglon,59
Samoyed,Samojeed,59
Ayrshire,Ayrshire,59
bull mastiff,stier mastiff,59
schipperke,schipperke,59
gerbil,woestijnrat,59
gee-gee,gee-gee,59
dik-dik,dik-dik,59
rock wallaby,rotswallaby,59
little chief hare,kleine opperhaas,59
tree wallaby,boomwallaby,60
marsupial,buideldier,60
common raccoon,gewone wasbeer,60
Exmoor,Exmoor,60
Saluki,Saluki,60
warthog,wrattenzwijn,60
suricate,suricate,60
ichneumon,sluipwesp,60
toy poodle,speelgoedpoedel,60
cocker spaniel,Cocker spaniel,60
anoa,anoa,61
brown hyena,bruine hyena,61
capuchin,kapucijner,61
marmoset,zijdeaapje,61
opossum rat,opossum rat,61
hominoid,hominoïde,61
hoary marmot,grijze marmot,61
chipmunk,aardeekhoorn,61
ungulate,hoefdieren,61
domestic sheep,gedomesticeerde schapen,61
miniature poodle,miniatuur poedel,62
plains pocket gopher,effen zak gopher,62
stablemate,stalgenoot,62
springer spaniel,springer spaniël,62
miniature schnauzer,dwergschnauzer,62
hare wallaby,hazenwallaby,62
talapoin,talapoin,62
big brown bat,grote bruine vleermuis,62
standard poodle,standaard poedel,62
monotreme,monotreme,62
housedog,huishond,63
suslik,suslik,63
anthropoid,antropoïde,63
tree shrew,boomspitsmuis,63
lesser kudu,kleine kudu,63
staghound,staghound,63
little brown bat,kleine bruine vleermuis,63
potto,aardappel,63
rock hyrax,rots hyrax,63
shrew mole,spitsmuis mol,63
hartebeest,hartebeest,64
macrotus,macrotus,64
trotting horse,dravend paard,64
common eland,gewone eland,64
greater kudu,grotere kudu,64
porker,vleesvarken,64
serow,serow,64
toy spaniel,speelgoed spaniël,64
miniature pinscher,dwergpinscher,64
lionet,lionet,64
grasshopper mouse,sprinkhaan muis,65
mountain chinchilla,berg chinchilla,65
slow loris,langzame lori,65
cave myotis,grot myotis,65
muishond,muishond,65
meadow jumping mouse,weide springende muis,65
tayra,tayra,65
Maltese,Maltees,65
imperial mammoth,keizerlijke mammoet,65
Brahman,brahmaan,65
bandicoot rat,bandicoot rat,66
otter shrew,otterspitsmuis,66
viverrine,viverrine,66
antelope squirrel,antilope eekhoorn,66
cuscus,koeskoes,66
water shrew,waterspitsmuis,66
dasyure,dasure,66
giant schnauzer,reuzenschnauzer,66
silky pocket mouse,zijdezachte zakmuis,66
spotted hyena,gevlekte hyena,66
meerkat,stokstaartje,67
banteng,banteng,67
guadalupe fur seal,guadalupe pelsrob,67
aye-aye,aye-aye,67
kinkajou,kinkajou,67
domestic llama,binnenlandse lama,67
aperea,aperea,67
urial,uriaal,67
jackass bat,jackass vleermuis,67
common wallaby,gewone wallaby,67
snowshoe hare,sneeuwschoenhaas,68
baleen whale,baleinwalvis,68
horseshoe bat,hoefijzer vleermuis,68
Doberman,Dobermann,68
frosted bat,bevroren vleermuis,68
tarpan,zeildoek,68
bellwether,klokkenluider,68
prosimian,halfgoden,68
warhorse,oorlogspaard,68
chickeree,chickeree,68
spotted skunk,gevlekt stinkdier,69
groenendael,groenendael,69
silky terrier,zijdeachtige terriër,69
leporid,leporide,69
female mammal,vrouwelijk zoogdier,69
freetail,vrijstaart,69
flying lemur,vliegende maki,69
white rhinoceros,witte neushoorn,69
giant kangaroo,gigantische kangoeroe,69
coypu,beverrat,69
bezoar goat,bezoar geit,70
collared pika,halsband pika,70
tamarau,tamarau,70
bluetick,blauwe vink,70
Great Dane,Deense dog,70
sassaby,sassaby,70
Solo man,solo man,70
babirusa,babirusa,70
pouched mouse,muis in zak,70
finback,finback,70
mastiff bat,mastiff vleermuis,71
Java man,Java man,71
Pomeranian,Pommeren,71
Africander,Afrikaan,71
viscacha,viscacha,71
Jersey,Jersey,71
Angora,Angora,71
water vole,water woelmuis,71
Hampshire,Hampshire,71
edentate,edentaat,71
Hereford,Hereford,72
common opossum,gewone opossum,72
hinny,muilezel,72
longwool,lange wol,72
douroucouli,doroucouli,72
Shih-Tzu,Shih-Tzu,72
striped skunk,gestreept stinkdier,72
affenpinscher,affenpinscher,72
cetacean,walvisachtigen,72
Chihuahua,Chihuahua,72
bullterrier,bullterrier,73
black rhinoceros,zwarte neushoorn,73
dinocerate,dinocerate,73
valley pocket gopher,Valley pocket gopher,73
tamandua,tamandua,73
cattalo,cattalo,73
phenacomys,phenacomys,73
northern pocket gopher,noordelijke zakgopher,73
manul,manueel,73
western grey squirrel,westelijke grijze eekhoorn,73
vaquita,vaquita,74
leveret,jonge haas,74
eastern grey squirrel,oostelijke grijze eekhoorn,74
pine vole,dennen woelmuis,74
southern flying squirrel,zuidelijke vliegende eekhoorn,74
lapdog,schoothondje,74
coondog,coondog,74
pygmy chimpanzee,pygmee chimpansee,74
unguiculate,unguiculaat,74
northern flying squirrel,noordelijke vliegende eekhoorn,74
woolly mammoth,wolharige mammoet,75
striped hyena,gestreepte hyena,75
pied lemming,bonte lemmingen,75
tarsier,spookdiertje,75
chigetai,chigetai,75
broadtail,broadtail,75
brown lemming,bruine lemmingen,75
warrigal,krijgshaftig,75
pallid bat,bleke vleermuis,75
columbian mammoth,Colombiaanse mammoet,75
bonnet macaque,motorkap makaak,76
grey lemming,grijze lemmingen,76
barren ground caribou,onvruchtbare kariboes,76
mylodon,mylodon,76
prairie vole,prairie woelmuis,76
Boston bull,Boston stier,76
brewer's mole,brouwersmol,76
Lippizan,Lippizan,76
Airedale,Airedale,76
insectivore,insecteneter,76
southeastern pocket gopher,zuidoostelijke zakgopher,77
Guernsey,Guernsey,77
Pekinese,Pekinees,77
harnessed antelope,getuigde antilope,77
Seeing Eye dog,Ooghond zien,77
standard schnauzer,standaard schnauzer,77
Reynard,Reynaert,77
central chimpanzee,centrale chimpansee,77
western chimpanzee,westerse chimpansee,77
nonstarter,niet-starter,77
hooded skunk,stinkdier met capuchon,78
mesohippus,mesohippie,78
Arabian,Arabisch,78
Abyssinian,Abessijn,78
Saint Bernard,Sint Bernard,78
Pembroke,Pembroke,78
Shetland pony,Shetlandpony,78
large civet,grote civetkat,78
aquatic mammal,in het water levende zoogdieren,78
Rambouillet,Rambouillet,78
pocketed bat,gepotte vleermuis,79
small civet,kleine civetkat,79
boarhound,zwijnenhond,79
Newfoundland,Newfoundland,79
binturong,binturong,79
woolly rhinoceros,wolharige neushoorn,79
giant eland,gigantische eland,79
fanaloka,fanaloka,79
Irish setter,Ierse setter,79
pouched mole,mol in de zak,79
whitetail prairie dog,whitetail prairiehond,80
bucking bronco,bokkend wild paard,80
carthorse,trekpaard,80
tamarisk gerbil,tamarisk gerbil,80
lagomorph,lagomorf,80
Eskimo dog,Eskimo hond,80
Homo erectus,homo erectus,80
wirehair,draadhaar,80
masked shrew,gemaskerde spitsmuis,80
pichiciago,Pichiciago,80
abrocome,abrocome,81
eastern chimpanzee,oostelijke chimpansee,81
Galloway,Galloway,81
remount,opnieuw monteren,81
eastern lowland gorilla,oostelijke laaglandgorilla,81
western lowland gorilla,westelijke laaglandgorilla,81
pentail,penstaart,81
megatherian,megatherisch,81
bowhead,Groenlandse Zee,81
gomphothere,gomphothere,81
Dall sheep,Dall schapen,82
Appenzeller,Appenzeller,82
milking shorthorn,korthoorn melken,82
pipistrelle,dwergvleermuis,82
Tarsius glis,Tarsius glis,82
Charolais,Charolais,82
pademelon,pademeloen,82
beaked whale,spitssnuitdolfijn,82
giant armadillo,gigantisch gordeldier,82
Boskop man,Boskop man,82
bettong,weddenschap,83
Irish terrier,Ierse terriër,83
Ibizan hound,Ibiza-hond,83
Border collie,Bordercollie,83
spouter,uitsmijter,83
blackbuck,zwarte bok,83
true marmoset,echte zijdeaapje,83
bassarisk,bassarisk,83
Neandertal man,Neanderthaler,83
baronduki,baronduki,83
jerboa rat,jerboa rat,84
Japanese deer,Japanse herten,84
English setter,Engelse setter,84
Sinanthropus,Sinanthropus,84
mylodontid,mylodontid,84
carnivorous bat,vleesetende vleermuis,84
earless seal,oorloze zeehond,84
dinoceras,dinoceras,84
longtail weasel,langstaart wezel,84
eastern chipmunk,oosterse aardeekhoorn,84
collared peccary,Gekraagde Pekari,85
pygmy marmoset,pygmee zijdeaapje,85
Old World monkey,Oude Wereld aap,85
Paranthropus,Paratropus,85
Border terrier,Border Terriër,85
procyonid,procyonide,85
Clydesdale,Clydesdale,85
Plott hound,Plott hound,85
Cashmere goat,Kasjmier geit,85
lesser rorqual,mindere rorqual,85
Welsh pony,Welsh pony,86
chevrotain,chevrotain,86
Siamese cat,Siamese kat,86
grevy's zebra,grevy's zebra,86
rudapithecus,rudapithecus,86
proboscidean,proboscidean,86
white-footed mouse,witvoetmuis,86
Scotch terrier,Schotse terriër,86
Norfolk terrier,Norfolk Terriër,86
mapinguari,mapinguari,86
Appaloosa,Appaloosa,87
Canada lynx,Canadese lynx,87
pinniped mammal,pinniped zoogdier,87
Norwich terrier,Norwich Terriër,87
jaguarundi,jaguarundi,87
flickertail,flikkeringsstaart,87
EntleBucher,EntleBucher,87
Arabian camel,Arabische kameel,87
angwantibo,angwantibo,87
Peking man,Peking man,87
snake muishond,slang muishond,88
Gordon setter,Gordon setter,88
European hare,Europese haas,88
entellus,verstandelijk,88
dryopithecine,dryopithecine,88
Fissipedia,Fissipedia,88
bottle-nosed whale,flesneuswalvis,88
hognose bat,hognose vleermuis,88
Unguiculata,Unguiculata,88
crowbait,kraaienbait,88
Cro-magnon,Cro-magnon,89
Santa Gertrudis,Santa Gertrudis,89
Javanthropus,Javanthropus,89
southern bog lemming,zuidelijke moeras lemmingen,89
Sennenhunde,Sennenhunde,89
northern bog lemming,noordelijke moeraslemmingen,89
silky tamarin,zijdezachte tamarin,89
hispid pocket mouse,spitse zakmuis,89
Rhodesian man,Rhodesische man,89
Chiacoan peccary,Chiacoan pekari,89
red-backed mouse,muis met rode rug,90
Walker hound,Walker hond,90
Dandie Dinmont,Dandie Dinmont,90
Rottweiler,Rottweiler,90
Skye terrier,Skye Terriër,90
blacktail jackrabbit,blacktail jackrabbit,90
phalanger,phalanger,90
Percheron,Percheron,90
Norwegian elkhound,Noorse elandhond,90
Siberian husky,Siberische husky,90
silky anteater,zijdeachtige miereneter,91
Homo soloensis,Homo soloensis,91
metatherian,metatheriaan,91
Indian mongoose,Indiase mangoest,91
musteline mammal,musteline zoogdier,91
New World monkey,Nieuwe Wereld aap,91
Cryptoprocta,Cryptoprocta,91
Pithecanthropus,Pithecanthropus,91
prototherian,prototherisch,91
three-year-old horse,driejarig paard,91
blacktail prairie dog,Blacktail Prairiehond,92
eastern cottontail,oostelijke katoenstaartkonijn,92
mantled ground squirrel,mantel grondeekhoorn,92
Pacific walrus,Pacifische walrus,92
fissiped mammal,gespleten zoogdier,92
dusky-footed woodrat,schemerige bosrat,92
banded palm civet,gestreepte palmcivetkat,92
Brittany spaniel,Bretagne spaniël,92
protohippus,protohippus,92
steeplechaser,steeplechaser,92
Atlantic walrus,Atlantische walrus,93
dasyurid marsupial,dasyurid buideldier,93
Damaraland mole rat,Damaraland molrat,93
two-year-old horse,tweejarig paard,93
Marco Polo sheep,Marco Polo schapen,93
Aberdeen Angus,Aberdeen Angus,93
greater pichiciego,grotere piciciego,93
Alaska fur seal,Alaska pelsrobben,93
New World tapir,Nieuwe Wereld tapir,93
spearnose bat,harpoenvleermuis,93
American mink,Amerikaanse nerts,94
Burmese cat,Birmese kat,94
Brown Swiss,Bruin Zwitsers,94
saber-toothed tiger,sabeltandtijger,94
stalking-horse,stalking-paard,94
Sussex spaniel,Sussex spaniël,94
jerboa,springkussen,94
Tarsius syrichta,Tarsius syrichta,94
Jaculus jaculus,Jaculus jaculus,94
crab-eating opossum,krab-etende opossum,94
gayal,homoseksueel,95
Welsh terrier,Welsh Terriër,95
two-toed sloth,tweevingerige luiaard,95
dusky-footed wood rat,schemerige houten rat,95
Eurasian badger,Euraziatische das,95
Homo habilis,homo habilis,95
white-lipped peccary,witlippekari,95
Steller's sea cow,Stellers zeekoe,95
King Charles spaniel,King Charles spaniël,95
hog-nosed skunk,varkensneus stinkdier,95
English foxhound,Engelse jachthond,96
false saber-toothed tiger,valse sabeltandtijger,96
Scottish deerhound,Schotse deerhound,96
Lakeland terrier,Lakeland Terriër,96
Barbary ape,Barbarijse aap,96
Bengal tiger,Bengaalse tijger,96
English springer,Engelse springer,96
Przewalski's horse,Przewalski's paard,96
European rabbit,Europees konijn,96
Australian terrier,Australische terriër,96
typical jerboa,typische jerboa,97
digitigrade mammal,digitaal zoogdier,97
water chevrotain,water chevrotain,97
Desmodus rotundus,Desmodus rotundus,97
Homo sapiens,Homo sapiens,97
Tasmanian devil,Tasmaanse duivel,97
California sea lion,Californische zeeleeuw,97
Staffordshire bullterrier,Staffordshire bullterrier,97
Old World buffalo,Oude Wereld buffel,97
australopithecine,australopithecine,97
Blenheim spaniel,Blenheim-spaniël,98
blue point Siamese,blauwe punt Siamees,98
jerboa kangaroo,jerboa kangoeroe,98
American marten,Amerikaanse marter,98
yellowbelly marmot,geelbuikmarmot,98
African wild ass,Afrikaanse wilde kont,98
Syrian bear,Syrische beer,98
Indian elephant,Indische olifant,98
woolly indris,wollige indris,98
plantigrade mammal,plantigrade zoogdier,98
Belgian hare,Belgische haas,99
black-footed ferret,zwartvoetige fret,99
American badger,Amerikaanse das,99
Mexican pocket mouse,Mexicaanse zakmuis,99
Persian cat,Perzische kat,99
Sivapithecus,Sivapithecus,99
Egyptian cat,Egyptische kat,99
Indian buffalo,Indiase buffel,99
eastern dasyure,oostelijke dasyure,99
starnose mole,sterneus mol,99
American mastodon,Amerikaanse mastodont,100
American flying squirrel,Amerikaanse vliegende eekhoorn,100
Australopithecus africanus,Australopithecus africanus,100
German shepherd,Duitse herder,100
black-tailed deer,zwartstaarthert,100
rabbit-eared bandicoot,konijnenoorbandicoot,100
Madagascar cat,Madagaskar kat,100
Maltese dog,Maltese hond,100
Malayan tapir,Maleise tapir,100
Cape buffalo,Kaapse buffel,100
Duplicidentata,Dubbele identificatiegegevens,101
Tibetan mastiff,Tibetaanse mastiff,101
