EngWord,NldWord,Group
dewberry,dauwbraam,17
black walnut,zwarte walnoot,17
casaba,casaba,17
plumcot,Plumcot,17
key lime,Sleutel limoen,17
castor bean,ricinusboon,17
muscat,muskaatnoot,17
cling,vastklampen,17
watermelon,watermeloen,18
nutlet,nootje,18
edible seed,eetbaar zaad,18
edible nut,eetbare noot,18
marang,marang,18
aggregate fruit,geaggregeerd fruit,18
sloe,sleedoorn,18
cantaloup,meloen,18
nectarine,nectarine,18
mangosteen,mangosteen,18
jackfruit,jackfruit,19
Pearmain,Peermain,19
edible fruit,eetbaar fruit,19
net melon,netto meloen,19
bitter orange,bittere sinaasappel,19
sunflower seed,zonnebloemzaad,19
rambutan,ramboetan,19
feijoa,feijoa,19
honeydew,honingdauw,19
sugarberry,suikerbes,19
mombin,mombin,20
muscadine,muscadine,20
citrange,citrange,20
winter melon,winter meloen,20
cherimoya,cherimoya,20
cottonseed,katoenzaad,20
McIntosh,McIntosh,20
greengage,groentje,20
hagberry,Hagberry,20
quandong,quandong,20
baneberry,baneberry,21
Cortland,Cortland,21
sour gourd,zure kalebas,21
wintergreen,wintergroen,21
soursop,zuurzak,21
flame tokay,vlam tokio,21
pomegranate,granaatappel,21
custard apple,custard appel,21
amarelle,amarelle,21
pomelo,pompelmoes,21
achene,achene,22
Jonathan,Jonathan,22
pyxidium,pyxidium,22
sorb,lijsterbes,22
beechnut,beukennoot,22
candlenut,kaarsnoot,22
ceriman,ceriman,22
dika nut,dika noot,22
bullock's heart,ossenhart,22
dried apricot,gedroogde abrikoos,22
damson,damastruim,23
cowage,koesteren,23
safflower seed,saffloerzaad,23
prune,gedroogde pruim,23
Baldwin,Baldwin,23
chincapin,chincapin,23
blackheart,zwart hart,23
granadilla,granadilla,23
sweetsop,snoepzak,23
Winesap,Wijnsap,23
May apple,Mei appel,24
genipap,genipap,24
prairie gourd,prairie kalebas,24
Stayman,Stayman,24
breadfruit,broodvrucht,24
macadamia nut,macadamia noot,24
seeded raisin,gezaaide rozijnen,24
loment,treuren,24
syconium,syconium,24
bunya bunya,bunya bunya,24
barleycorn,gerstekorrel,25
carissa plum,carissa pruim,25
chickpea,kikkererwten,25
anchovy pear,ansjovis peer,25
carambola,carambola's,25
garambulla,garambulla,25
calabar bean,Calabar Boon,25
sweet calabash,zoete kalebas,25
pitahaya,pitahaya,25
buckthorn berry,duindoornbes,25
chokecherry,chokecherry,26
carob,johannesbrood,26
fruitlet,vruchtje,26
sultana,sultanarozijn,26
divi-divi,divi-divi,26
sapodilla,sapodilla,26
ketembilla,ketembilla,26
boysenberry,jongensbessen,26
drupe,steenvrucht,26
lingonberry,bosbessensap,26
vinifera grape,vinifera druif,27
cohune nut,cohune noot,27
schizocarp,schizocarp,27
algarroba,algarroba,27
seedless raisin,pitloze rozijnen,27
babassu nut,babassu noot,27
longanberry,longanberry,27
grugru nut,grugru noot,27
drupelet,druipsteen,27
coquilla nut,coquilla noot,27
Granny Smith,Granny Smith,28
Delicious,Verrukkelijk,28
water chinquapin,water chinquapin,28
rowanberry,lijsterbes,28
souari nut,souari noot,28
scuppernong,scuppernong,28
cembra nut,Cembra noot,28
ash-key,ash-sleutel,28
quandong nut,quandong noot,28
Golden Delicious,Gouden Heerlijk,28
bonduc nut,bonduc noot,29
jaboticaba,jaboticaba,29
Job's tears,De tranen van Job,29
Red Delicious,Rood Heerlijk,29
Persian melon,Perzische meloen,29
slipskin grape,slipskin druif,29
Newtown Wonder,Newtown Wonder,29
Bramley's Seedling,Bramley's zaailing,29
Barbados gooseberry,Barbados kruisbes,29
English walnut,Engelse walnoot,29
Concord grape,Concord druif,30
Victoria plum,Victoria pruim,30
Jordan almond,Jordan-amandel,30
Grimes' golden,Grimes' gouden,30
Cox's Orange Pippin,Cox's Orange Pippin,30
Rome Beauty,Rome Schoonheid,30
Valencia orange,Valencia sinaasappel,30
Stayman Winesap,Stayman Winesap,30
Lane's Prince Albert,Lane's Prins Albert,30
Jaffa orange,Jaffa sinaasappel,30
Thompson Seedless,Thompson pitloos,31
Northern Spy,Noordelijke spion,31
