EngWord,NldWord,Group
three-fourths,drie vierde,20
transmittance,doorlaatbaarheid,20
gravitational constant,zwaartekrachtconstante,20
twenty-nine,negenentwintig,20
one-thousandth,een duizendste,20
one-quintillionth,een triljoenste,20
complex conjugate,complex geconjugeerd,21
one-sixteenth,een zestiende,21
millenary,duizendjarige,21
Fibonacci number,Fibonacci-getal,21
twenty-seven,zevenentwintig,21
dissociation constant,dissociatieconstante,21
compensating balance,compenserende balans,21
twenty-eight,achtentwintig,21
twenty-one,eenentwintig,21
biquadrate,tweekwadraat,21
coefficient of elasticity,elasticiteitscoëfficiënt,22
coefficient of viscosity,coëfficiënt van viscositeit:,22
transcendental number,transcendentaal getal,22
twenty-two,tweeëntwintig,22
one-hundredth,een honderdste,22
common denominator,gemeenschappelijke noemer,22
time-scale factor,tijdschaalfactor,22
twenty-three,drieëntwintig,22
twenty-four,vierentwintig,22
multiplicand,vermenigvuldigtal,22
twenty-five,vijfentwintig,23
cosmological constant,kosmologische constante,23
one-trillionth,een biljoenste,23
double-bogey,dubbele bogey,23
greatest common divisor,grootste gemene deler,23
one-thirty-second,een-dertig seconden,23
common divisor,gemeenschappelijke deler,23
one-billionth,een miljardste,23
one-hundred-millionth,honderd miljoenste,23
factor of proportionality,factor van evenredigheid,23
seventy-eight,achtenzeventig,24
boxcars,gesloten goederenwagens,24
one-hundred-thousandth,honderdduizendste,24
one-quadrillionth,een kwart biljoenste,24
one-millionth,een miljoenste,24
fixed-point number,vast punt nummer,24
Young's modulus,Young's modulus,24
duodecimal digit,duodecimaal cijfer,24
Hubble's constant,Constante van Hubble,24
Planck's constant,constante van Planck,24
one-sixty-fourth,een-vierenzestigste,25
Avogadro's number,Het nummer van Avogadro,25
Boltzmann's constant,constante van Boltzmann,25
one-ten-thousandth,een tienduizendste,25
floating-point number,getal met drijvende komma,25
equivalent-binary-digit factor,equivalent-binaire-cijferige factor,25
Cartesian coordinate,cartesiaanse coördinaat,25
