EngWord,NldWord,Group
hamadryad,hamadryad,18
boa constrictor,boa constrictor,18
horned chameleon,gehoornde kameleon,18
teiid lizard,teiid hagedis,18
snapping turtle,bijtende schildpad,18
whip-snake,zweepslang,18
carnosaur,carnosaurus,18
tiger rattlesnake,tijger ratelslang,18
timber rattlesnake,houten ratelslang,18
frilled lizard,franje hagedis,18
spiny lizard,stekelige hagedis,19
protoceratops,protoceratops,19
prairie rattlesnake,prairie ratelslang,19
western fence lizard,westelijke hek hagedis,19
smooth softshell,gladde softshell,19
false gavial,valse gaviaal,19
banded sand snake,gestreepte zandslang,19
black-headed snake,zwartkopslang,19
Gila monster,Gila monster,19
common garter snake,gewone kousebandslang,19
dromaeosaur,dromaeosaurus,20
armored dinosaur,gepantserde dinosaurus,20
allosaur,allosaurus,20
pelycosaur,pelycosaurus,20
ceratosaur,ceratosaurus,20
deinocheirus,deinocheirus,20
reticulated python,netvormige python,20
maniraptor,maniraptor,20
compsognathus,compognathus,20
legless lizard,pootloze hagedis,20
chuckwalla,Chuckwalla,21
fer-de-lance,fer-de-lance,21
herrerasaur,herrerasaur,21
megalosaur,megalosaurus,21
ichthyosaur,ichthyosaurus,21
speckled rattlesnake,gespikkelde ratelslang,21
coelophysis,coelophysis,21
spiny softshell,stekelige softshell,21
banded krait,gestreepte krait,21
ichthyosaurus,ichthyosaurus,21
alligator snapping turtle,alligator brekende schildpad,22
pisanosaur,pisanosaurus,22
leaf-nosed snake,bladneusslang,22
Indian cobra,Indiase cobra,22
psittacosaur,psittacosauriër,22
corythosaur,corythosaurus,22
western whiptail,westerse zweepstaart,22
checkered whiptail,geruite zweepstaart,22
styracosaur,styracosaurus,22
ornithischian,ornithischian,22
canebrake rattlesnake,rietrem ratelslang,23
ground-shaker,grondschudder,23
red-bellied snake,roodbuikslang,23
Sonoran lyre snake,Sonora lier slang,23
gaboon viper,schanskorf adder,23
Pacific ridley,Pacific Ridley,23
diamondback terrapin,diamantrug moerasschildpad,23
titanosaur,titanosaurus,23
common kingsnake,gewone koningsslang,23
Komodo dragon,Komodovaraan,23
ictodosaur,ictodosaurus,24
viperine grass snake,adderringslang,24
black-necked cobra,zwarthalscobra,24
amethystine python,amethist python,24
oviraptorid,oviraptoride,24
plesiosaur,plesiosaurus,24
anguid lizard,anguid hagedis,24
stenopterygius,stenopterygius,24
ankylosaur,ankylosauriër,24
earless lizard,hagedis zonder oren,24
fringe-toed lizard,franjetoed hagedis,25
plateau striped whiptail,plateau gestreepte zweepstaart,25
Mononychus olecranus,Mononychus olecranus,25
crocodilian reptile,krokodilachtig reptiel,25
edmontosaurus,edmontosaurus,25
red-bellied terrapin,roodbuikschildpad,25
European tortoise,Europese schildpad,25
argentinosaur,argentinosaurus,25
struthiomimus,struthiomimus,25
Atlantic ridley,Atlantische Ridley,25
Indian python,Indiase python,26
staurikosaur,staurikosaurus,26
therapsid,therapeutisch,26
Western ribbon snake,Westerse lintslang,26
pachycephalosaur,pachycephalosaurus,26
Australian coral snake,Australische koraalslang,26
colubrid snake,colubrid-slang,26
African chameleon,Afrikaanse kameleon,26
American chameleon,Amerikaanse kameleon,26
Mojave rattlesnake,Mojave ratelslang,26
African coral snake,Afrikaanse koraalslang,27
Texas tortoise,Texaanse schildpad,27
Western diamondback,Westerse diamantrug,27
Indian rat snake,Indiase rattenslang,27
zebra-tailed lizard,hagedis met zebrastaart,27
Chinese alligator,Chinese alligator,27
California whipsnake,Californische zweepslang,27
Western box turtle,Westerse doosschildpad,27
African monitor,Afrikaanse monitor,27
American alligator,Amerikaanse alligator,27
Lanthanotus borneensis,Lanthanotus borneensis,28
lacertid lizard,lacertide hagedis,28
Morlett's crocodile,Morlett's krokodil,28
genus Argentinosaurus,geslacht Argentinosaurus,28
Sonoran whipsnake,Sonora zweepslang,28
Chihuahuan spotted whiptail,Chihuahuan gevlekte zweepstaart,28
bone-headed dinosaur,dinosaurus met botten,28
horseshoe whipsnake,hoefijzer zweepslang,28
African crocodile,Afrikaanse krokodil,28
side-blotched lizard,side-blotched hagedis,28
Australian blacksnake,Australische zwartslang,29
Chronoperates paradoxus,Chronopereert paradoxus,29
Asian crocodile,Aziatische krokodil,29
soft-shelled turtle,schildpad met zachte schil,29
Texas horned lizard,Texas gehoornde hagedis,29
Asian coral snake,Aziatische koraalslang,29
